#   lamda     c0    c1      c2
 455.7377    2.1396E-02    1.6346E-05    1.4965E-07
 455.7477    2.1403E-02    1.7270E-05    1.7472E-07
 455.7577    2.1439E-02    1.7554E-05    1.5014E-07
 455.7677    2.1483E-02    1.7922E-05    1.2428E-07
 455.7777    2.1485E-02    1.7500E-05    1.5221E-07
 455.7877    2.1432E-02    1.8909E-05    2.3553E-07
 455.7977    2.1474E-02    1.8265E-05    2.0889E-07
 455.8077    2.1589E-02    1.6057E-05    1.2510E-07
 455.8177    2.1565E-02    1.7206E-05    1.8378E-07
 455.8277    2.1578E-02    1.8600E-05    2.3385E-07
 455.8378    2.1570E-02    1.9636E-05    2.6741E-07
 455.8478    2.1617E-02    1.8929E-05    2.4725E-07
 455.8578    2.1619E-02    1.8672E-05    2.9601E-07
 455.8678    2.1536E-02    2.0711E-05    4.2050E-07
 455.8778    2.1676E-02    1.8027E-05    3.1006E-07
 455.8878    2.1797E-02    1.4870E-05    1.9781E-07
 455.8978    2.1846E-02    1.4187E-05    1.8025E-07
 455.9078    2.1874E-02    1.4816E-05    1.9583E-07
 455.9178    2.1924E-02    1.3337E-05    1.4269E-07
 455.9278    2.1980E-02    1.2554E-05    1.0070E-07
 455.9378    2.2065E-02    1.1479E-05    4.4748E-08
 455.9478    2.2033E-02    1.3007E-05    8.2555E-08
 455.9578    2.2027E-02    1.4193E-05    1.2110E-07
 455.9678    2.2075E-02    1.3543E-05    1.0393E-07
 455.9778    2.2042E-02    1.5267E-05    1.5837E-07
 455.9878    2.2019E-02    1.6976E-05    2.0839E-07
 455.9978    2.2034E-02    1.7422E-05    2.2161E-07
 456.0078    2.2004E-02    1.9214E-05    2.7747E-07
 456.0178    2.2044E-02    1.9437E-05    2.3429E-07
 456.0278    2.2090E-02    2.0139E-05    1.9806E-07
 456.0378    2.2171E-02    1.9706E-05    1.4562E-07
 456.0478    2.2323E-02    1.6731E-05    1.7865E-08
 456.0578    2.2264E-02    1.7517E-05    1.0905E-07
 456.0678    2.2291E-02    1.6411E-05    1.3199E-07
 456.0778    2.2414E-02    1.4398E-05    4.7961E-08
 456.0878    2.2453E-02    1.3531E-05    1.7707E-08
 456.0978    2.2354E-02    1.6139E-05    1.5612E-07
 456.1078    2.2285E-02    1.8498E-05    2.7870E-07
 456.1178    2.2316E-02    1.9189E-05    2.9369E-07
 456.1278    2.2325E-02    1.9400E-05    3.0792E-07
 456.1378    2.2377E-02    1.8940E-05    2.8956E-07
 456.1478    2.2443E-02    1.8112E-05    2.5893E-07
 456.1578    2.2543E-02    1.5977E-05    2.0414E-07
 456.1678    2.2622E-02    1.3832E-05    1.5712E-07
 456.1778    2.2627E-02    1.4911E-05    1.8819E-07
 456.1878    2.2626E-02    1.5105E-05    2.0408E-07
 456.1978    2.2643E-02    1.5570E-05    2.0355E-07
 456.2078    2.2675E-02    1.5170E-05    1.8014E-07
 456.2179    2.2757E-02    1.3860E-05    1.1198E-07
 456.2279    2.2778E-02    1.4754E-05    1.0895E-07
 456.2379    2.2786E-02    1.5184E-05    1.2800E-07
 456.2479    2.2816E-02    1.5258E-05    1.3171E-07
 456.2579    2.2868E-02    1.5128E-05    1.3357E-07
 456.2679    2.2895E-02    1.4570E-05    1.3671E-07
 456.2779    2.2923E-02    1.4217E-05    1.4731E-07
 456.2879    2.2941E-02    1.4877E-05    1.8093E-07
 456.2979    2.3037E-02    1.3328E-05    1.0887E-07
 456.3079    2.3084E-02    1.3603E-05    8.9915E-08
 456.3179    2.3066E-02    1.5525E-05    1.6157E-07
 456.3279    2.3041E-02    1.7246E-05    2.3216E-07
 456.3379    2.3128E-02    1.6101E-05    1.8537E-07
 456.3479    2.3128E-02    1.6561E-05    2.0170E-07
 456.3579    2.3120E-02    1.7106E-05    2.1403E-07
 456.3679    2.3145E-02    1.7113E-05    2.0383E-07
 456.3779    2.3232E-02    1.4651E-05    1.3389E-07
 456.3879    2.3266E-02    1.4162E-05    1.2147E-07
 456.3979    2.3345E-02    1.3138E-05    8.5673E-08
 456.4079    2.3355E-02    1.4000E-05    1.1146E-07
 456.4179    2.3427E-02    1.3271E-05    8.5319E-08
 456.4279    2.3420E-02    1.3919E-05    1.1521E-07
 456.4379    2.3446E-02    1.3850E-05    7.8238E-08
 456.4479    2.3566E-02    1.2057E-05   -2.7193E-08
 456.4579    2.3559E-02    1.2943E-05    4.0221E-08
 456.4679    2.3494E-02    1.5140E-05    1.5445E-07
 456.4779    2.3505E-02    1.5884E-05    1.9743E-07
 456.4879    2.3488E-02    1.7531E-05    2.6840E-07
 456.4979    2.3510E-02    1.7777E-05    2.7287E-07
 456.5079    2.3523E-02    1.8149E-05    2.8273E-07
 456.5179    2.3490E-02    1.9449E-05    3.2021E-07
 456.5279    2.3549E-02    1.9368E-05    2.9690E-07
 456.5379    2.3626E-02    1.8285E-05    2.5815E-07
 456.5479    2.3683E-02    1.6980E-05    2.2264E-07
 456.5579    2.3740E-02    1.6480E-05    2.1765E-07
 456.5679    2.3837E-02    1.4753E-05    1.7444E-07
 456.5779    2.3881E-02    1.4356E-05    1.5859E-07
 456.5879    2.4001E-02    1.2357E-05    8.3585E-08
 456.5980    2.3994E-02    1.2918E-05    1.2948E-07
 456.6080    2.4019E-02    1.2674E-05    1.4772E-07
 456.6180    2.4062E-02    1.1077E-05    1.0598E-07
 456.6280    2.4022E-02    1.3002E-05    1.6310E-07
 456.6380    2.4020E-02    1.3989E-05    2.0632E-07
 456.6480    2.3993E-02    1.5887E-05    2.7655E-07
 456.6580    2.4048E-02    1.5781E-05    2.6183E-07
 456.6680    2.4166E-02    1.3843E-05    1.8795E-07
 456.6780    2.4181E-02    1.4568E-05    2.2155E-07
 456.6880    2.4245E-02    1.3450E-05    2.0120E-07
 456.6980    2.4287E-02    1.2648E-05    1.6128E-07
 456.7080    2.4364E-02    1.2399E-05    1.1901E-07
 456.7180    2.4427E-02    1.2016E-05    8.8729E-08
 456.7280    2.4471E-02    1.2100E-05    7.4755E-08
 456.7380    2.4491E-02    1.2478E-05    9.0631E-08
 456.7480    2.4555E-02    1.1435E-05    6.2979E-08
 456.7580    2.4603E-02    1.1676E-05    5.4988E-08
 456.7680    2.4614E-02    1.2779E-05    7.7321E-08
 456.7780    2.4570E-02    1.4692E-05    1.4389E-07
 456.7880    2.4617E-02    1.4971E-05    1.4508E-07
 456.7980    2.4624E-02    1.5751E-05    1.6077E-07
 456.8080    2.4655E-02    1.5053E-05    1.3869E-07
 456.8180    2.4652E-02    1.4934E-05    1.8017E-07
 456.8280    2.4689E-02    1.3442E-05    1.8010E-07
 456.8380    2.4819E-02    1.1157E-05    9.5841E-08
 456.8480    2.4832E-02    1.1835E-05    1.1243E-07
 456.8580    2.4925E-02    1.0984E-05    4.7286E-08
 456.8680    2.5028E-02    1.0464E-05   -1.5261E-08
 456.8780    2.5054E-02    1.0626E-05    1.1171E-08
 456.8880    2.5023E-02    1.2745E-05    9.6455E-08
 456.8980    2.5039E-02    1.3825E-05    1.1783E-07
 456.9080    2.5074E-02    1.3279E-05    1.0088E-07
 456.9180    2.5081E-02    1.3942E-05    1.1610E-07
 456.9280    2.5122E-02    1.3103E-05    8.9957E-08
 456.9380    2.5192E-02    1.1869E-05    5.4438E-08
 456.9480    2.5205E-02    1.2097E-05    6.8198E-08
 456.9580    2.5225E-02    1.2536E-05    9.6715E-08
 456.9680    2.5221E-02    1.3966E-05    1.5369E-07
 456.9781    2.5255E-02    1.3577E-05    1.4536E-07
 456.9881    2.5318E-02    1.2761E-05    1.1796E-07
 456.9981    2.5284E-02    1.4565E-05    1.8514E-07
 457.0081    2.5305E-02    1.5099E-05    2.0729E-07
 457.0181    2.5411E-02    1.3757E-05    1.1730E-07
 457.0281    2.5538E-02    1.2323E-05    1.7157E-08
 457.0381    2.5571E-02    1.2662E-05    4.8415E-08
 457.0481    2.5595E-02    1.2879E-05    8.0328E-08
 457.0581    2.5627E-02    1.2604E-05    7.4303E-08
 457.0681    2.5718E-02    1.1474E-05    3.0313E-08
 457.0781    2.5758E-02    1.1368E-05    3.1308E-08
 457.0881    2.5763E-02    1.1868E-05    5.7519E-08
 457.0981    2.5797E-02    1.1001E-05    2.6367E-08
 457.1081    2.5874E-02    1.0247E-05   -1.8366E-08
 457.1181    2.5801E-02    1.3105E-05    1.2692E-07
 457.1281    2.5749E-02    1.5169E-05    2.4868E-07
 457.1381    2.5868E-02    1.3025E-05    1.4143E-07
 457.1481    2.6013E-02    1.0871E-05    2.4455E-08
 457.1581    2.6181E-02    7.9807E-06   -1.3146E-07
 457.1681    2.6281E-02    6.6631E-06   -2.3221E-07
 457.1781    2.6154E-02    9.8992E-06   -6.0259E-08
 457.1881    2.6125E-02    1.1120E-05    3.6299E-08
 457.1981    2.6076E-02    1.3768E-05    1.5843E-07
 457.2081    2.6035E-02    1.5213E-05    2.5382E-07
 457.2181    2.6161E-02    1.2573E-05    1.2991E-07
 457.2281    2.6318E-02    9.6493E-06   -1.1640E-08
 457.2381    2.6287E-02    9.9376E-06    6.3208E-08
 457.2481    2.6195E-02    1.2534E-05    2.0448E-07
 457.2581    2.6155E-02    1.4614E-05    2.5449E-07
 457.2681    2.6241E-02    1.4170E-05    2.0846E-07
 457.2781    2.6292E-02    1.5602E-05    2.2014E-07
 457.2881    2.6313E-02    1.6093E-05    2.2441E-07
 457.2981    2.6364E-02    1.5751E-05    2.1556E-07
 457.3081    2.6419E-02    1.5016E-05    1.9764E-07
 457.3181    2.6501E-02    1.3212E-05    1.4426E-07
 457.3281    2.6586E-02    1.1751E-05    9.6412E-08
 457.3381    2.6702E-02    9.8389E-06    7.5341E-10
 457.3481    2.6868E-02    7.8652E-06   -1.1448E-07
 457.3582    2.6916E-02    8.5020E-06   -9.4565E-08
 457.3682    2.6930E-02    8.0189E-06   -8.3687E-08
 457.3782    2.6878E-02    9.6452E-06    1.7354E-08
 457.3882    2.6776E-02    1.1882E-05    1.4856E-07
 457.3982    2.6742E-02    1.2900E-05    2.0850E-07
 457.4082    2.6730E-02    1.3591E-05    2.5393E-07
 457.4182    2.6833E-02    1.1772E-05    1.7211E-07
 457.4282    2.6948E-02    1.0864E-05    1.0341E-07
 457.4382    2.6898E-02    1.3399E-05    1.9674E-07
 457.4482    2.6874E-02    1.4891E-05    2.6045E-07
 457.4582    2.6930E-02    1.5185E-05    2.3982E-07
 457.4682    2.6979E-02    1.5362E-05    2.1954E-07
 457.4782    2.7029E-02    1.4846E-05    1.9851E-07
 457.4882    2.7090E-02    1.4043E-05    1.6745E-07
 457.4982    2.7227E-02    1.1635E-05    5.5861E-08
 457.5082    2.7358E-02    1.0153E-05   -3.5674E-08
 457.5182    2.7358E-02    1.0489E-05    3.0813E-08
 457.5282    2.7332E-02    1.1312E-05    1.1615E-07
 457.5382    2.7408E-02    1.0855E-05    7.4821E-08
 457.5482    2.7421E-02    1.1319E-05    7.4585E-08
 457.5582    2.7438E-02    1.1807E-05    9.0930E-08
 457.5682    2.7473E-02    1.2413E-05    1.0260E-07
 457.5782    2.7512E-02    1.2396E-05    9.4130E-08
 457.5882    2.7560E-02    1.2713E-05    8.8931E-08
 457.5982    2.7593E-02    1.2984E-05    9.5374E-08
 457.6082    2.7612E-02    1.2515E-05    9.3118E-08
 457.6182    2.7743E-02    1.0827E-05    3.3808E-09
 457.6282    2.7841E-02    9.4326E-06   -6.8880E-08
 457.6382    2.7898E-02    1.0013E-05   -4.1205E-08
 457.6482    2.7902E-02    9.7726E-06   -1.0051E-08
 457.6582    2.7889E-02    1.0065E-05    6.1563E-08
 457.6682    2.7861E-02    1.1548E-05    1.6118E-07
 457.6782    2.8042E-02    8.5472E-06   -2.0987E-08
 457.6882    2.8278E-02    3.5042E-06   -2.6313E-07
 457.6982    2.8296E-02    3.8509E-06   -2.1878E-07
 457.7082    2.8322E-02    3.9607E-06   -1.8251E-07
 457.7182    2.8359E-02    4.9963E-06   -1.7638E-07
 457.7283    2.8335E-02    5.5411E-06   -1.5729E-07
 457.7383    2.8270E-02    7.5840E-06   -4.9599E-08
 457.7483    2.8140E-02    1.1882E-05    1.2604E-07
 457.7583    2.8166E-02    1.2554E-05    1.2098E-07
 457.7683    2.8246E-02    1.0705E-05    4.7400E-08
 457.7783    2.8299E-02    1.0221E-05    3.1721E-08
 457.7883    2.8380E-02    9.8153E-06    6.9612E-09
 457.7983    2.8444E-02    9.5527E-06   -7.1428E-09
 457.8083    2.8510E-02    8.9914E-06   -2.7440E-08
 457.8183    2.8412E-02    1.1952E-05    1.5097E-07
 457.8283    2.8291E-02    1.5530E-05    3.4982E-07
 457.8383    2.8391E-02    1.3477E-05    2.4733E-07
 457.8483    2.8549E-02    9.6984E-06    9.0018E-08
 457.8583    2.8618E-02    8.5803E-06    7.1963E-08
 457.8683    2.8661E-02    9.1225E-06    9.5090E-08
 457.8783    2.8713E-02    8.9949E-06    7.0402E-08
 457.8883    2.8768E-02    8.8651E-06    4.4677E-08
 457.8983    2.8760E-02    9.8945E-06    8.4470E-08
 457.9083    2.8789E-02    1.0168E-05    9.5770E-08
 457.9183    2.8782E-02    1.1020E-05    1.1385E-07
 457.9283    2.8876E-02    1.0122E-05    6.0253E-08
 457.9383    2.8957E-02    1.0064E-05    5.6877E-08
 457.9483    2.9011E-02    1.1165E-05    8.5632E-08
 457.9583    2.9042E-02    1.0583E-05    8.8049E-08
 457.9683    2.9072E-02    9.1917E-06    7.5169E-08
 457.9783    2.9091E-02    7.7853E-06    5.9789E-08
 457.9883    2.9098E-02    7.9511E-06    7.9357E-08
 457.9983    2.9097E-02    8.9339E-06    8.9676E-08
 458.0083    2.9163E-02    8.8445E-06    5.4257E-08
 458.0183    2.9260E-02    9.4439E-06    3.3632E-08
 458.0283    2.9314E-02    1.0658E-05    4.1006E-08
 458.0383    2.9345E-02    1.0649E-05    5.8527E-08
 458.0483    2.9406E-02    9.8278E-06    4.9439E-08
 458.0583    2.9464E-02    8.6996E-06   -3.1724E-09
 458.0683    2.9486E-02    9.0483E-06   -1.3963E-08
 458.0783    2.9463E-02    1.0161E-05    3.4474E-08
 458.0883    2.9489E-02    1.0473E-05    4.9409E-08
 458.0983    2.9544E-02    1.1159E-05    5.5194E-08
 458.1084    2.9579E-02    1.1208E-05    5.5861E-08
 458.1184    2.9650E-02    9.7957E-06    1.4105E-08
 458.1284    2.9723E-02    8.1441E-06   -3.3028E-08
 458.1384    2.9769E-02    7.8984E-06   -2.7811E-08
 458.1484    2.9783E-02    8.8126E-06    1.1764E-08
 458.1584    2.9799E-02    1.0243E-05    3.5071E-08
 458.1684    2.9846E-02    1.1227E-05    3.8232E-08
 458.1784    2.9850E-02    1.2831E-05    1.0316E-07
 458.1884    2.9867E-02    1.2572E-05    1.2775E-07
 458.1984    2.9931E-02    1.0971E-05    8.9104E-08
 458.2084    3.0005E-02    9.8751E-06    5.6820E-08
 458.2184    3.0012E-02    1.1058E-05    9.2885E-08
 458.2284    3.0010E-02    1.2213E-05    1.3189E-07
 458.2384    3.0052E-02    1.1524E-05    1.0818E-07
 458.2484    3.0144E-02    9.9264E-06    4.8288E-08
 458.2584    3.0171E-02    1.0468E-05    5.5561E-08
 458.2684    3.0211E-02    1.0057E-05    4.0033E-08
 458.2784    3.0263E-02    9.3451E-06    1.9762E-08
 458.2884    3.0300E-02    9.6942E-06    2.5524E-08
 458.2984    3.0283E-02    1.0242E-05    9.1093E-08
 458.3084    3.0265E-02    1.1596E-05    1.7259E-07
 458.3184    3.0329E-02    1.0958E-05    1.5115E-07
 458.3284    3.0409E-02    1.1536E-05    1.4723E-07
 458.3384    3.0605E-02    9.3328E-06    3.6824E-09
 458.3484    3.0759E-02    6.1432E-06   -1.4330E-07
 458.3584    3.0700E-02    6.8166E-06   -3.9619E-08
 458.3684    3.0643E-02    8.1792E-06    7.6092E-08
 458.3784    3.0689E-02    6.8613E-06    2.7439E-08
 458.3884    3.0743E-02    6.1240E-06   -1.2625E-08
 458.3984    3.0802E-02    5.7706E-06   -2.5907E-08
 458.4084    3.0858E-02    6.8189E-06   -1.0679E-08
 458.4184    3.0874E-02    8.2673E-06    3.1210E-08
 458.4284    3.0853E-02    9.4906E-06    8.2307E-08
 458.4384    3.0862E-02    1.0869E-05    1.2467E-07
 458.4484    3.0847E-02    1.2478E-05    1.8042E-07
 458.4584    3.0904E-02    1.1800E-05    1.4993E-07
 458.4684    3.0896E-02    1.3021E-05    1.8062E-07
 458.4784    3.0954E-02    1.2435E-05    1.3607E-07
 458.4885    3.1036E-02    1.1468E-05    7.4949E-08
 458.4985    3.1103E-02    1.1260E-05    6.0169E-08
 458.5085    3.1171E-02    1.0202E-05    2.8711E-08
 458.5185    3.1252E-02    9.8382E-06   -1.8620E-08
 458.5285    3.1320E-02    8.7817E-06   -7.4680E-08
 458.5385    3.1364E-02    8.6973E-06   -8.9455E-08
 458.5485    3.1387E-02    9.0943E-06   -8.7055E-08
 458.5585    3.1414E-02    9.0602E-06   -5.4483E-08
 458.5685    3.1434E-02    8.9468E-06   -2.0916E-08
 458.5785    3.1480E-02    9.4291E-06   -1.3953E-08
 458.5885    3.1498E-02    9.3810E-06   -6.4160E-09
 458.5985    3.1548E-02    9.7518E-06   -6.0149E-09
 458.6085    3.1573E-02    9.9310E-06   -5.5926E-10
 458.6185    3.1545E-02    1.1101E-05    8.4432E-08
 458.6285    3.1531E-02    1.0897E-05    1.3782E-07
 458.6385    3.1669E-02    8.7450E-06    3.0353E-08
 458.6485    3.1795E-02    6.3025E-06   -7.8376E-08
 458.6585    3.1753E-02    7.7364E-06    3.1878E-08
 458.6685    3.1687E-02    9.0550E-06    1.4850E-07
 458.6785    3.1830E-02    7.9879E-06    3.8814E-08
 458.6885    3.1984E-02    4.9944E-06   -1.1228E-07
 458.6985    3.1991E-02    5.6436E-06   -8.2111E-08
 458.7085    3.2022E-02    5.8711E-06   -6.9211E-08
 458.7185    3.2113E-02    5.3979E-06   -8.0415E-08
 458.7285    3.2158E-02    5.2678E-06   -6.7647E-08
 458.7385    3.2235E-02    5.0135E-06   -9.1155E-08
 458.7485    3.2269E-02    4.5827E-06   -1.0218E-07
 458.7585    3.2250E-02    5.9554E-06   -3.2916E-08
 458.7685    3.2242E-02    6.5363E-06    1.7172E-08
 458.7785    3.2277E-02    6.3484E-06    1.0921E-08
 458.7885    3.2331E-02    7.3246E-06    2.0095E-08
 458.7985    3.2397E-02    7.8939E-06    1.9434E-08
 458.8085    3.2423E-02    9.4149E-06    5.1722E-08
 458.8185    3.2360E-02    1.2616E-05    1.7471E-07
 458.8285    3.2265E-02    1.4495E-05    2.8424E-07
 458.8385    3.2381E-02    1.2178E-05    1.5839E-07
 458.8485    3.2513E-02    1.0855E-05    4.5692E-08
 458.8585    3.2466E-02    1.0061E-05    8.5714E-08
 458.8686    3.2438E-02    1.0818E-05    1.4817E-07
 458.8786    3.2505E-02    1.0472E-05    1.2731E-07
 458.8886    3.2537E-02    1.1026E-05    1.3660E-07
 458.8986    3.2570E-02    1.0794E-05    1.3078E-07
 458.9086    3.2614E-02    1.0116E-05    1.1244E-07
 458.9186    3.2673E-02    1.1506E-05    1.3373E-07
 458.9286    3.2678E-02    1.3670E-05    1.8985E-07
 458.9386    3.2744E-02    1.2373E-05    1.4929E-07
 458.9486    3.2813E-02    1.1914E-05    1.2418E-07
 458.9586    3.2932E-02    1.0331E-05    4.1250E-08
 458.9686    3.3016E-02    7.6697E-06   -4.9465E-08
 458.9786    3.2963E-02    8.2230E-06    5.4574E-08
 458.9886    3.2923E-02    9.2107E-06    1.6173E-07
 458.9986    3.3072E-02    8.1999E-06    6.8888E-08
 459.0086    3.3172E-02    5.9954E-06   -2.8647E-08
 459.0186    3.3250E-02    6.0287E-06   -4.4448E-08
 459.0286    3.3311E-02    5.8808E-06   -5.8017E-08
 459.0386    3.3341E-02    6.2977E-06   -4.0988E-08
 459.0486    3.3379E-02    6.1797E-06   -3.7244E-08
 459.0586    3.3382E-02    7.7704E-06    9.9117E-09
 459.0686    3.3391E-02    9.1092E-06    5.0544E-08
 459.0786    3.3492E-02    8.3701E-06   -3.1338E-08
 459.0886    3.3533E-02    7.8078E-06   -8.7290E-08
 459.0986    3.3445E-02    1.0664E-05    8.3905E-08
 459.1086    3.3365E-02    1.2479E-05    2.3213E-07
 459.1186    3.3530E-02    9.5642E-06    7.5072E-08
 459.1286    3.3702E-02    7.1545E-06   -7.5436E-08
 459.1386    3.3667E-02    8.9846E-06    4.1233E-08
 459.1486    3.3645E-02    1.0405E-05    1.4468E-07
 459.1586    3.3760E-02    8.9691E-06    5.5005E-08
 459.1686    3.3879E-02    7.7514E-06   -3.1972E-08
 459.1786    3.3895E-02    7.4721E-06   -3.2223E-08
 459.1886    3.3927E-02    7.0052E-06   -4.1931E-08
 459.1986    3.3853E-02    7.9554E-06    6.4383E-08
 459.2086    3.3773E-02    9.6018E-06    1.8591E-07
 459.2186    3.3909E-02    8.2357E-06    6.1690E-08
 459.2286    3.4021E-02    7.5325E-06   -4.0998E-08
 459.2386    3.4114E-02    6.5027E-06   -1.1944E-07
 459.2487    3.4244E-02    5.2622E-06   -2.1580E-07
 459.2587    3.4186E-02    7.3795E-06   -1.0308E-07
 459.2687    3.4160E-02    9.8440E-06    4.6489E-09
 459.2787    3.4254E-02    8.6338E-06   -4.2097E-08
 459.2887    3.4344E-02    7.9744E-06   -7.7230E-08
 459.2987    3.4281E-02    9.7145E-06    4.0935E-08
 459.3087    3.4214E-02    1.2645E-05    1.8297E-07
 459.3187    3.4336E-02    9.4225E-06    5.1277E-08
 459.3287    3.4464E-02    6.7477E-06   -7.2452E-08
 459.3387    3.4438E-02    8.3550E-06    2.2711E-08
 459.3487    3.4412E-02    1.0304E-05    1.2384E-07
 459.3587    3.4460E-02    1.0731E-05    1.1300E-07
 459.3687    3.4481E-02    1.1009E-05    1.0948E-07
 459.3787    3.4445E-02    1.0823E-05    1.4876E-07
 459.3887    3.4427E-02    1.1314E-05    1.9424E-07
 459.3987    3.4420E-02    1.0496E-05    1.9493E-07
 459.4087    3.4448E-02    1.1609E-05    2.1935E-07
 459.4187    3.4569E-02    1.1684E-05    1.6614E-07
 459.4287    3.4674E-02    1.2632E-05    1.3575E-07
 459.4387    3.4797E-02    1.2560E-05    9.5541E-08
 459.4487    3.4899E-02    1.1839E-05    5.0759E-08
 459.4587    3.4851E-02    1.2209E-05    1.4653E-07
 459.4687    3.4816E-02    1.2107E-05    2.2867E-07
 459.4787    3.4926E-02    8.5781E-06    9.4183E-08
 459.4887    3.5095E-02    5.9369E-06   -4.5509E-08
 459.4987    3.5085E-02    5.6422E-06   -9.7479E-09
 459.5087    3.5085E-02    6.7286E-06    4.8833E-08
 459.5187    3.5080E-02    6.1004E-06    4.7990E-08
 459.5287    3.5074E-02    7.5486E-06    8.7580E-08
 459.5387    3.5085E-02    8.1589E-06    9.0824E-08
 459.5487    3.5113E-02    9.8778E-06    1.0924E-07
 459.5587    3.5221E-02    8.4072E-06    2.7034E-08
 459.5687    3.5351E-02    8.1767E-06   -3.9987E-08
 459.5787    3.5434E-02    6.8068E-06   -9.5039E-08
 459.5887    3.5536E-02    7.0650E-06   -1.2571E-07
 459.5987    3.5553E-02    5.7279E-06   -1.2936E-07
 459.6087    3.5569E-02    7.4482E-06   -7.3641E-08
 459.6187    3.5573E-02    7.5617E-06   -2.9912E-08
 459.6288    3.5593E-02    9.2469E-06    3.7914E-08
 459.6388    3.5639E-02    8.8452E-06    7.0071E-09
 459.6488    3.5701E-02    8.8719E-06   -2.1610E-08
 459.6588    3.5748E-02    7.2455E-06   -7.5646E-08
 459.6688    3.5828E-02    7.4277E-06   -1.0757E-07
 459.6788    3.5746E-02    7.6512E-06   -1.6042E-08
 459.6888    3.5676E-02    9.7472E-06    1.0721E-07
 459.6988    3.5700E-02    8.9853E-06    8.9520E-08
 459.7088    3.5736E-02    1.0128E-05    1.0441E-07
 459.7188    3.5814E-02    8.6620E-06    6.0786E-08
 459.7288    3.5918E-02    6.6406E-06   -2.7735E-09
 459.7388    3.5922E-02    5.9910E-06    5.6558E-09
 459.7488    3.5967E-02    6.4027E-06    1.8993E-08
 459.7588    3.6046E-02    5.2713E-06   -2.1434E-08
 459.7688    3.6159E-02    4.5425E-06   -6.6921E-08
 459.7788    3.6210E-02    5.2090E-06   -5.7997E-08
 459.7888    3.6248E-02    7.1146E-06   -2.0289E-08
 459.7988    3.6269E-02    7.2863E-06   -2.0265E-08
 459.8088    3.6288E-02    6.4593E-06   -3.8900E-08
 459.8188    3.6257E-02    7.6555E-06    2.2003E-08
 459.8288    3.6218E-02    8.7825E-06    8.4502E-08
 459.8388    3.6306E-02    9.6893E-06    5.2427E-08
 459.8488    3.6393E-02    8.9158E-06   -1.1810E-08
 459.8588    3.6387E-02    1.0449E-05    4.9460E-08
 459.8688    3.6358E-02    1.1374E-05    1.0768E-07
 459.8788    3.6380E-02    1.0354E-05    1.0298E-07
 459.8888    3.6412E-02    9.4747E-06    9.7475E-08
 459.8988    3.6423E-02    9.4759E-06    1.1563E-07
 459.9088    3.6421E-02    9.4913E-06    1.3915E-07
 459.9188    3.6523E-02    9.4226E-06    9.5676E-08
 459.9288    3.6629E-02    8.6945E-06    3.7861E-08
 459.9388    3.6705E-02    8.6493E-06    1.7081E-08
 459.9488    3.6753E-02    7.7340E-06   -1.0450E-08
 459.9588    3.6741E-02    8.6002E-06    5.3867E-08
 459.9688    3.6729E-02    9.8686E-06    1.2599E-07
 459.9788    3.6834E-02    8.0273E-06    1.8621E-08
 459.9888    3.6971E-02    7.3286E-06   -7.8836E-08
 459.9989    3.7003E-02    7.7110E-06   -8.8037E-08
 460.0089    3.7064E-02    8.3761E-06   -1.0267E-07
 460.0189    3.6974E-02    1.0667E-05    2.5813E-08
 460.0289    3.6882E-02    1.3524E-05    1.6637E-07
 460.0389    3.6875E-02    1.3885E-05    1.9871E-07
 460.0489    3.6878E-02    1.5163E-05    2.4492E-07
 460.0589    3.6895E-02    1.5204E-05    2.9018E-07
 460.0689    3.6900E-02    1.5057E-05    3.3613E-07
 460.0789    3.7046E-02    1.2561E-05    1.8354E-07
 460.0889    3.7202E-02    1.0316E-05    3.1586E-08
 460.0989    3.7242E-02    9.6931E-06    3.9768E-08
 460.1089    3.7298E-02    9.0812E-06    4.2570E-08
 460.1189    3.7347E-02    8.2394E-06    2.3506E-08
 460.1289    3.7407E-02    8.0430E-06    1.2740E-08
 460.1389    3.7556E-02    5.2517E-06   -1.3192E-07
 460.1489    3.7690E-02    1.9915E-06   -2.8016E-07
 460.1589    3.7651E-02    5.0761E-06   -1.6806E-07
 460.1689    3.7601E-02    8.0481E-06   -5.4354E-08
 460.1789    3.7660E-02    7.4761E-06   -1.1525E-07
 460.1889    3.7705E-02    6.1723E-06   -1.8538E-07
 460.1989    3.7706E-02    7.9587E-06   -1.3764E-07
 460.2089    3.7683E-02    9.0557E-06   -9.4224E-08
 460.2189    3.7681E-02    9.0652E-06   -8.4637E-08
 460.2289    3.7689E-02    9.1603E-06   -7.7522E-08
 460.2389    3.7644E-02    1.1897E-05    3.2985E-08
 460.2489    3.7594E-02    1.4645E-05    1.4568E-07
 460.2589    3.7673E-02    1.1299E-05    7.9429E-08
 460.2689    3.7782E-02    9.4012E-06    2.9383E-08
 460.2789    3.7859E-02    1.1193E-05    3.9593E-08
 460.2889    3.7904E-02    1.1406E-05    3.1134E-08
 460.2989    3.7968E-02    1.0214E-05   -1.1670E-08
 460.3089    3.8042E-02    9.1327E-06   -5.5925E-08
 460.3189    3.8041E-02    9.7904E-06   -1.6903E-08
 460.3289    3.8040E-02    1.0802E-05    2.8544E-08
 460.3389    3.8049E-02    9.7967E-06    2.4465E-08
 460.3489    3.8083E-02    9.8899E-06    3.2161E-08
