#   lamda     c0    c1      c2
 232.3213    5.2022E+02   -2.1332E-01   -1.0196E-03
 232.3313    5.2059E+02   -2.1392E-01   -1.0787E-03
 232.3413    5.2100E+02   -2.0905E-01   -1.0283E-03
 232.3513    5.2163E+02   -1.9261E-01   -8.0429E-04
 232.3613    5.2193E+02   -1.9388E-01   -8.1821E-04
 232.3713    5.2232E+02   -1.8583E-01   -6.7888E-04
 232.3813    5.2266E+02   -1.9347E-01   -8.1144E-04
 232.3913    5.2287E+02   -2.0217E-01   -9.0527E-04
 232.4014    5.2325E+02   -2.0144E-01   -8.7900E-04
 232.4114    5.2363E+02   -1.9995E-01   -8.7491E-04
 232.4214    5.2414E+02   -2.0038E-01   -9.6787E-04
 232.4314    5.2447E+02   -2.0472E-01   -1.0643E-03
 232.4414    5.2452E+02   -2.2510E-01   -1.3798E-03
 232.4514    5.2459E+02   -2.3596E-01   -1.4925E-03
 232.4614    5.2498E+02   -2.3552E-01   -1.4768E-03
 232.4714    5.2541E+02   -2.2563E-01   -1.2690E-03
 232.4814    5.2582E+02   -2.1399E-01   -1.0162E-03
 232.4914    5.2602E+02   -2.1648E-01   -9.8448E-04
 232.5014    5.2637E+02   -2.2076E-01   -1.0306E-03
 232.5114    5.2672E+02   -2.2216E-01   -1.0297E-03
 232.5214    5.2705E+02   -2.2715E-01   -1.1204E-03
 232.5314    5.2779E+02   -2.1870E-01   -1.1127E-03
 232.5414    5.2821E+02   -2.2489E-01   -1.2570E-03
 232.5514    5.2873E+02   -2.2362E-01   -1.2863E-03
 232.5614    5.2908E+02   -2.3090E-01   -1.4453E-03
 232.5714    5.2928E+02   -2.3400E-01   -1.4534E-03
 232.5814    5.2947E+02   -2.3830E-01   -1.4429E-03
 232.5914    5.2971E+02   -2.3680E-01   -1.3452E-03
 232.6014    5.2993E+02   -2.3684E-01   -1.3065E-03
 232.6114    5.3033E+02   -2.4206E-01   -1.4266E-03
 232.6214    5.3078E+02   -2.4309E-01   -1.4682E-03
 232.6314    5.3123E+02   -2.4413E-01   -1.5136E-03
 232.6414    5.3180E+02   -2.4657E-01   -1.6257E-03
 232.6514    5.3213E+02   -2.4945E-01   -1.6785E-03
 232.6614    5.3259E+02   -2.4831E-01   -1.6651E-03
 232.6714    5.3309E+02   -2.4558E-01   -1.6243E-03
 232.6814    5.3355E+02   -2.3860E-01   -1.5145E-03
 232.6914    5.3386E+02   -2.4002E-01   -1.4893E-03
 232.7014    5.3442E+02   -2.3383E-01   -1.4172E-03
 232.7114    5.3468E+02   -2.4088E-01   -1.4819E-03
 232.7214    5.3523E+02   -2.3739E-01   -1.4506E-03
 232.7314    5.3548E+02   -2.4178E-01   -1.4853E-03
 232.7414    5.3590E+02   -2.3612E-01   -1.3769E-03
 232.7514    5.3623E+02   -2.4034E-01   -1.4120E-03
 232.7614    5.3667E+02   -2.4195E-01   -1.4513E-03
 232.7714    5.3689E+02   -2.4518E-01   -1.4586E-03
 232.7814    5.3717E+02   -2.5318E-01   -1.5927E-03
 232.7914    5.3749E+02   -2.5064E-01   -1.5024E-03
 232.8014    5.3779E+02   -2.4887E-01   -1.4247E-03
 232.8114    5.3810E+02   -2.4081E-01   -1.2396E-03
 232.8214    5.3836E+02   -2.3668E-01   -1.1094E-03
 232.8314    5.3879E+02   -2.2944E-01   -9.4966E-04
 232.8414    5.3908E+02   -2.3591E-01   -1.0024E-03
 232.8515    5.3926E+02   -2.4285E-01   -1.0891E-03
 232.8615    5.3976E+02   -2.4323E-01   -1.1741E-03
 232.8715    5.4027E+02   -2.3292E-01   -1.0329E-03
 232.8815    5.4075E+02   -2.3182E-01   -1.0721E-03
 232.8915    5.4108E+02   -2.3131E-01   -1.0792E-03
 232.9015    5.4147E+02   -2.3311E-01   -1.1612E-03
 232.9115    5.4207E+02   -2.2413E-01   -1.0885E-03
 232.9215    5.4266E+02   -2.1427E-01   -1.0388E-03
 232.9315    5.4330E+02   -2.1449E-01   -1.2115E-03
 232.9415    5.4376E+02   -2.2341E-01   -1.4491E-03
 232.9515    5.4419E+02   -2.2789E-01   -1.5611E-03
 232.9615    5.4433E+02   -2.4570E-01   -1.8185E-03
 232.9715    5.4453E+02   -2.5820E-01   -1.9987E-03
 232.9815    5.4482E+02   -2.6630E-01   -2.1657E-03
 232.9915    5.4527E+02   -2.6046E-01   -2.0848E-03
 233.0015    5.4535E+02   -2.6168E-01   -1.9859E-03
 233.0115    5.4535E+02   -2.7066E-01   -1.9546E-03
 233.0215    5.4563E+02   -2.6303E-01   -1.7355E-03
 233.0315    5.4591E+02   -2.5823E-01   -1.6050E-03
 233.0415    5.4625E+02   -2.5373E-01   -1.5393E-03
 233.0515    5.4681E+02   -2.4321E-01   -1.4648E-03
 233.0615    5.4731E+02   -2.3115E-01   -1.3750E-03
 233.0715    5.4766E+02   -2.2398E-01   -1.2761E-03
 233.0815    5.4780E+02   -2.2523E-01   -1.2412E-03
 233.0915    5.4789E+02   -2.3105E-01   -1.2325E-03
 233.1015    5.4824E+02   -2.3151E-01   -1.2700E-03
 233.1115    5.4876E+02   -2.2565E-01   -1.2567E-03
 233.1215    5.4929E+02   -2.2882E-01   -1.4249E-03
 233.1315    5.4964E+02   -2.3253E-01   -1.5064E-03
 233.1415    5.4983E+02   -2.3903E-01   -1.5439E-03
 233.1515    5.4985E+02   -2.4988E-01   -1.6252E-03
 233.1615    5.5000E+02   -2.4742E-01   -1.5280E-03
 233.1715    5.5017E+02   -2.4611E-01   -1.4172E-03
 233.1815    5.5046E+02   -2.4366E-01   -1.3771E-03
 233.1915    5.5069E+02   -2.4296E-01   -1.3092E-03
 233.2015    5.5099E+02   -2.5069E-01   -1.4184E-03
 233.2115    5.5132E+02   -2.5417E-01   -1.4330E-03
 233.2215    5.5173E+02   -2.5626E-01   -1.4450E-03
 233.2315    5.5213E+02   -2.6201E-01   -1.5639E-03
 233.2415    5.5241E+02   -2.6872E-01   -1.6871E-03
 233.2515    5.5291E+02   -2.6387E-01   -1.6425E-03
 233.2615    5.5344E+02   -2.6013E-01   -1.6685E-03
 233.2715    5.5397E+02   -2.4956E-01   -1.5311E-03
 233.2815    5.5431E+02   -2.5475E-01   -1.6274E-03
 233.2915    5.5461E+02   -2.5073E-01   -1.5360E-03
 233.3016    5.5467E+02   -2.5697E-01   -1.5674E-03
 233.3116    5.5474E+02   -2.6382E-01   -1.6207E-03
 233.3216    5.5517E+02   -2.4916E-01   -1.4262E-03
 233.3316    5.5552E+02   -2.3915E-01   -1.2557E-03
 233.3416    5.5563E+02   -2.4513E-01   -1.3403E-03
 233.3516    5.5601E+02   -2.3960E-01   -1.2945E-03
 233.3616    5.5616E+02   -2.4394E-01   -1.3413E-03
 233.3716    5.5626E+02   -2.4767E-01   -1.3551E-03
 233.3816    5.5653E+02   -2.5142E-01   -1.4303E-03
 233.3916    5.5702E+02   -2.4145E-01   -1.3245E-03
 233.4016    5.5740E+02   -2.3998E-01   -1.3386E-03
 233.4116    5.5777E+02   -2.3881E-01   -1.3214E-03
 233.4216    5.5811E+02   -2.2638E-01   -1.0424E-03
 233.4316    5.5839E+02   -2.2111E-01   -8.7853E-04
 233.4416    5.5860E+02   -2.1470E-01   -6.6090E-04
 233.4516    5.5894E+02   -2.1626E-01   -7.0426E-04
 233.4616    5.5931E+02   -2.1502E-01   -7.5085E-04
 233.4716    5.5984E+02   -2.1833E-01   -9.5548E-04
 233.4816    5.6026E+02   -2.2047E-01   -1.1023E-03
 233.4916    5.6045E+02   -2.2751E-01   -1.2229E-03
 233.5016    5.6086E+02   -2.2238E-01   -1.1478E-03
 233.5116    5.6122E+02   -2.2205E-01   -1.1356E-03
 233.5216    5.6178E+02   -2.1677E-01   -1.0964E-03
 233.5316    5.6214E+02   -2.2688E-01   -1.3509E-03
 233.5416    5.6258E+02   -2.2309E-01   -1.4020E-03
 233.5516    5.6299E+02   -2.2186E-01   -1.4450E-03
 233.5616    5.6326E+02   -2.1745E-01   -1.3933E-03
 233.5716    5.6359E+02   -2.1991E-01   -1.4583E-03
 233.5816    5.6408E+02   -2.2471E-01   -1.6619E-03
 233.5916    5.6430E+02   -2.3456E-01   -1.8214E-03
 233.6016    5.6472E+02   -2.3663E-01   -1.9452E-03
 233.6116    5.6505E+02   -2.3499E-01   -1.9834E-03
 233.6216    5.6529E+02   -2.2580E-01   -1.8148E-03
 233.6316    5.6536E+02   -2.1932E-01   -1.5906E-03
 233.6416    5.6529E+02   -2.2405E-01   -1.5055E-03
 233.6516    5.6536E+02   -2.2902E-01   -1.4960E-03
 233.6616    5.6579E+02   -2.2580E-01   -1.5289E-03
 233.6716    5.6631E+02   -2.1632E-01   -1.4425E-03
 233.6816    5.6673E+02   -2.1889E-01   -1.5879E-03
 233.6916    5.6704E+02   -2.1814E-01   -1.6272E-03
 233.7016    5.6719E+02   -2.1941E-01   -1.6022E-03
 233.7116    5.6753E+02   -2.1715E-01   -1.5651E-03
 233.7216    5.6762E+02   -2.2113E-01   -1.5001E-03
 233.7316    5.6797E+02   -2.1375E-01   -1.3748E-03
 233.7416    5.6815E+02   -2.2452E-01   -1.5747E-03
 233.7517    5.6848E+02   -2.2876E-01   -1.6905E-03
 233.7617    5.6887E+02   -2.2852E-01   -1.7301E-03
 233.7717    5.6915E+02   -2.3601E-01   -1.9022E-03
 233.7817    5.6949E+02   -2.3025E-01   -1.8047E-03
 233.7917    5.6978E+02   -2.2440E-01   -1.6919E-03
 233.8017    5.6988E+02   -2.2343E-01   -1.5666E-03
 233.8117    5.7033E+02   -2.1582E-01   -1.4736E-03
 233.8217    5.7053E+02   -2.2420E-01   -1.6055E-03
 233.8317    5.7087E+02   -2.2512E-01   -1.6611E-03
 233.8417    5.7117E+02   -2.2923E-01   -1.7477E-03
 233.8517    5.7139E+02   -2.4668E-01   -2.0630E-03
 233.8617    5.7165E+02   -2.4815E-01   -2.0612E-03
 233.8717    5.7181E+02   -2.3970E-01   -1.8246E-03
 233.8817    5.7215E+02   -2.3580E-01   -1.7556E-03
 233.8917    5.7255E+02   -2.2962E-01   -1.6208E-03
 233.9017    5.7301E+02   -2.1853E-01   -1.4247E-03
 233.9117    5.7327E+02   -2.2155E-01   -1.4294E-03
 233.9217    5.7368E+02   -2.2470E-01   -1.5176E-03
 233.9317    5.7415E+02   -2.2683E-01   -1.5688E-03
 233.9417    5.7460E+02   -2.2264E-01   -1.5143E-03
 233.9517    5.7472E+02   -2.3165E-01   -1.5703E-03
 233.9617    5.7491E+02   -2.4617E-01   -1.8019E-03
 233.9717    5.7525E+02   -2.4302E-01   -1.6899E-03
 233.9817    5.7550E+02   -2.5396E-01   -1.8514E-03
 233.9917    5.7593E+02   -2.5940E-01   -1.9455E-03
 234.0017    5.7652E+02   -2.6224E-01   -2.0523E-03
 234.0117    5.7725E+02   -2.5619E-01   -1.9911E-03
 234.0217    5.7779E+02   -2.5447E-01   -1.9456E-03
 234.0317    5.7843E+02   -2.5033E-01   -1.9243E-03
 234.0417    5.7874E+02   -2.5184E-01   -1.9018E-03
 234.0517    5.7918E+02   -2.4511E-01   -1.7223E-03
 234.0617    5.7967E+02   -2.4263E-01   -1.6739E-03
 234.0717    5.7995E+02   -2.4689E-01   -1.6806E-03
 234.0817    5.8064E+02   -2.4037E-01   -1.6168E-03
 234.0917    5.8135E+02   -2.3479E-01   -1.5559E-03
 234.1017    5.8165E+02   -2.5524E-01   -1.8159E-03
 234.1117    5.8235E+02   -2.6505E-01   -2.1095E-03
 234.1217    5.8294E+02   -2.7508E-01   -2.3104E-03
 234.1317    5.8367E+02   -2.7200E-01   -2.2628E-03
 234.1417    5.8422E+02   -2.7184E-01   -2.2088E-03
 234.1517    5.8465E+02   -2.7337E-01   -2.1515E-03
 234.1617    5.8525E+02   -2.6897E-01   -2.0537E-03
 234.1717    5.8561E+02   -2.6838E-01   -1.9406E-03
 234.1817    5.8611E+02   -2.6725E-01   -1.8575E-03
 234.1917    5.8698E+02   -2.5304E-01   -1.6986E-03
 234.2018    5.8764E+02   -2.4752E-01   -1.5793E-03
 234.2118    5.8802E+02   -2.5507E-01   -1.6556E-03
 234.2218    5.8870E+02   -2.4717E-01   -1.5305E-03
 234.2318    5.8937E+02   -2.4960E-01   -1.5901E-03
 234.2418    5.8990E+02   -2.5728E-01   -1.7450E-03
 234.2518    5.9041E+02   -2.6486E-01   -1.8612E-03
 234.2618    5.9118E+02   -2.6611E-01   -1.9266E-03
 234.2718    5.9164E+02   -2.7724E-01   -2.0643E-03
 234.2818    5.9251E+02   -2.7089E-01   -2.0362E-03
 234.2918    5.9320E+02   -2.7343E-01   -2.1512E-03
 234.3018    5.9407E+02   -2.7047E-01   -2.2221E-03
 234.3118    5.9490E+02   -2.7074E-01   -2.2944E-03
 234.3218    5.9549E+02   -2.6783E-01   -2.2354E-03
 234.3318    5.9596E+02   -2.7812E-01   -2.3600E-03
 234.3418    5.9659E+02   -2.7883E-01   -2.3675E-03
 234.3518    5.9705E+02   -2.8081E-01   -2.3388E-03
 234.3618    5.9727E+02   -2.9509E-01   -2.4956E-03
 234.3718    5.9767E+02   -3.0044E-01   -2.5488E-03
 234.3818    5.9844E+02   -2.8954E-01   -2.4489E-03
 234.3918    5.9880E+02   -2.9627E-01   -2.4747E-03
 234.4018    5.9927E+02   -2.9483E-01   -2.3911E-03
 234.4118    6.0011E+02   -2.8965E-01   -2.3842E-03
 234.4218    6.0047E+02   -2.9426E-01   -2.3703E-03
 234.4318    6.0105E+02   -2.9520E-01   -2.3753E-03
 234.4418    6.0155E+02   -2.8822E-01   -2.2283E-03
 234.4518    6.0204E+02   -2.8585E-01   -2.1910E-03
 234.4618    6.0248E+02   -2.7252E-01   -1.8810E-03
 234.4718    6.0271E+02   -2.7893E-01   -1.8934E-03
 234.4818    6.0321E+02   -2.7683E-01   -1.8660E-03
 234.4918    6.0386E+02   -2.6991E-01   -1.7981E-03
 234.5018    6.0421E+02   -2.7356E-01   -1.8048E-03
 234.5118    6.0460E+02   -2.8480E-01   -2.0033E-03
 234.5218    6.0516E+02   -2.7680E-01   -1.8821E-03
 234.5318    6.0566E+02   -2.7628E-01   -1.9256E-03
 234.5418    6.0623E+02   -2.6423E-01   -1.7301E-03
 234.5518    6.0667E+02   -2.6999E-01   -1.9403E-03
 234.5618    6.0722E+02   -2.5578E-01   -1.7534E-03
 234.5718    6.0759E+02   -2.5315E-01   -1.7323E-03
 234.5818    6.0785E+02   -2.5682E-01   -1.7468E-03
 234.5918    6.0818E+02   -2.6757E-01   -1.9018E-03
 234.6018    6.0866E+02   -2.6583E-01   -1.8621E-03
 234.6118    6.0910E+02   -2.6993E-01   -1.9845E-03
 234.6218    6.0950E+02   -2.6988E-01   -1.9760E-03
 234.6318    6.0990E+02   -2.8032E-01   -2.2766E-03
 234.6418    6.1026E+02   -2.8166E-01   -2.2980E-03
 234.6519    6.1078E+02   -2.7917E-01   -2.3536E-03
 234.6619    6.1131E+02   -2.7532E-01   -2.3286E-03
 234.6719    6.1199E+02   -2.7782E-01   -2.5108E-03
 234.6819    6.1250E+02   -2.8754E-01   -2.7597E-03
 234.6919    6.1275E+02   -2.9460E-01   -2.9133E-03
 234.7019    6.1306E+02   -2.9144E-01   -2.8463E-03
 234.7119    6.1348E+02   -2.8452E-01   -2.7431E-03
 234.7219    6.1350E+02   -2.8690E-01   -2.6208E-03
 234.7319    6.1359E+02   -2.9157E-01   -2.5916E-03
 234.7419    6.1373E+02   -2.8505E-01   -2.3593E-03
 234.7519    6.1403E+02   -2.8039E-01   -2.2496E-03
 234.7619    6.1440E+02   -2.8441E-01   -2.3531E-03
 234.7719    6.1489E+02   -2.8119E-01   -2.4236E-03
 234.7819    6.1543E+02   -2.8015E-01   -2.5364E-03
 234.7919    6.1555E+02   -2.8826E-01   -2.6331E-03
 234.8019    6.1558E+02   -2.9529E-01   -2.6407E-03
 234.8119    6.1588E+02   -2.9124E-01   -2.5569E-03
 234.8219    6.1601E+02   -2.7887E-01   -2.2716E-03
 234.8319    6.1622E+02   -2.7644E-01   -2.2308E-03
 234.8419    6.1641E+02   -2.8091E-01   -2.3354E-03
 234.8519    6.1694E+02   -2.7666E-01   -2.4349E-03
 234.8619    6.1754E+02   -2.7116E-01   -2.5196E-03
 234.8719    6.1801E+02   -2.6706E-01   -2.5683E-03
 234.8819    6.1825E+02   -2.6530E-01   -2.5043E-03
 234.8919    6.1859E+02   -2.6197E-01   -2.4916E-03
 234.9019    6.1853E+02   -2.6679E-01   -2.5069E-03
 234.9119    6.1895E+02   -2.6123E-01   -2.5238E-03
 234.9219    6.1910E+02   -2.5682E-01   -2.4388E-03
 234.9319    6.1933E+02   -2.4767E-01   -2.3357E-03
 234.9419    6.1941E+02   -2.4884E-01   -2.3377E-03
 234.9519    6.1961E+02   -2.4061E-01   -2.1626E-03
 234.9619    6.1955E+02   -2.3736E-01   -2.0012E-03
 234.9719    6.1957E+02   -2.4702E-01   -2.1483E-03
 234.9819    6.1932E+02   -2.5048E-01   -2.0695E-03
 234.9919    6.1940E+02   -2.5513E-01   -2.1777E-03
 235.0019    6.1945E+02   -2.5116E-01   -2.1099E-03
 235.0119    6.1970E+02   -2.5167E-01   -2.2443E-03
 235.0219    6.2008E+02   -2.4631E-01   -2.2980E-03
 235.0319    6.2048E+02   -2.3930E-01   -2.3075E-03
 235.0419    6.2076E+02   -2.3150E-01   -2.2553E-03
 235.0519    6.2104E+02   -2.3049E-01   -2.3295E-03
 235.0619    6.2126E+02   -2.2115E-01   -2.1878E-03
 235.0719    6.2153E+02   -2.1288E-01   -2.0825E-03
 235.0819    6.2159E+02   -2.1209E-01   -2.0467E-03
 235.0919    6.2212E+02   -2.0747E-01   -2.1453E-03
 235.1020    6.2247E+02   -2.0863E-01   -2.2489E-03
 235.1120    6.2245E+02   -2.1390E-01   -2.3028E-03
 235.1220    6.2236E+02   -2.1351E-01   -2.1937E-03
 235.1320    6.2234E+02   -2.1095E-01   -2.0541E-03
 235.1420    6.2229E+02   -2.2024E-01   -2.1417E-03
 235.1520    6.2230E+02   -2.2279E-01   -2.1551E-03
 235.1620    6.2254E+02   -2.2954E-01   -2.3698E-03
 235.1720    6.2288E+02   -2.3245E-01   -2.5051E-03
 235.1820    6.2311E+02   -2.2756E-01   -2.4178E-03
 235.1920    6.2294E+02   -2.2666E-01   -2.2681E-03
 235.2020    6.2268E+02   -2.2883E-01   -2.1382E-03
 235.2120    6.2226E+02   -2.3522E-01   -2.0076E-03
 235.2220    6.2251E+02   -2.2620E-01   -1.8966E-03
 235.2320    6.2297E+02   -2.1427E-01   -1.8367E-03
 235.2420    6.2349E+02   -2.1758E-01   -2.0619E-03
 235.2520    6.2353E+02   -2.2967E-01   -2.2354E-03
 235.2620    6.2356E+02   -2.3882E-01   -2.3190E-03
 235.2720    6.2400E+02   -2.4175E-01   -2.4042E-03
 235.2820    6.2420E+02   -2.4604E-01   -2.4443E-03
 235.2920    6.2428E+02   -2.4394E-01   -2.3118E-03
 235.3020    6.2436E+02   -2.4979E-01   -2.3416E-03
 235.3120    6.2462E+02   -2.4459E-01   -2.2184E-03
 235.3220    6.2483E+02   -2.3866E-01   -2.0471E-03
 235.3320    6.2491E+02   -2.3626E-01   -1.9354E-03
 235.3420    6.2517E+02   -2.4126E-01   -1.9972E-03
 235.3520    6.2596E+02   -2.3387E-01   -2.0505E-03
 235.3620    6.2660E+02   -2.3292E-01   -2.1790E-03
 235.3720    6.2703E+02   -2.3682E-01   -2.3251E-03
 235.3820    6.2736E+02   -2.4508E-01   -2.5036E-03
 235.3920    6.2756E+02   -2.4248E-01   -2.4334E-03
 235.4020    6.2760E+02   -2.3995E-01   -2.2887E-03
 235.4120    6.2774E+02   -2.3035E-01   -2.0095E-03
 235.4220    6.2806E+02   -2.2506E-01   -1.8177E-03
 235.4320    6.2831E+02   -2.2975E-01   -1.7984E-03
 235.4420    6.2829E+02   -2.4121E-01   -1.7934E-03
 235.4520    6.2874E+02   -2.4216E-01   -1.7301E-03
 235.4620    6.2903E+02   -2.4637E-01   -1.6983E-03
 235.4720    6.2943E+02   -2.3544E-01   -1.4487E-03
 235.4820    6.2982E+02   -2.3333E-01   -1.4102E-03
 235.4920    6.3025E+02   -2.4137E-01   -1.5456E-03
 235.5020    6.3053E+02   -2.5675E-01   -1.7299E-03
 235.5120    6.3102E+02   -2.5999E-01   -1.7707E-03
 235.5220    6.3155E+02   -2.5713E-01   -1.7238E-03
 235.5320    6.3224E+02   -2.6070E-01   -1.8388E-03
 235.5420    6.3283E+02   -2.5578E-01   -1.7755E-03
 235.5521    6.3308E+02   -2.6337E-01   -1.8271E-03
 235.5621    6.3356E+02   -2.6683E-01   -1.9090E-03
 235.5721    6.3427E+02   -2.6838E-01   -2.0611E-03
 235.5821    6.3477E+02   -2.6165E-01   -1.8926E-03
 235.5921    6.3515E+02   -2.6368E-01   -1.8533E-03
 235.6021    6.3537E+02   -2.7073E-01   -1.8441E-03
 235.6121    6.3596E+02   -2.6849E-01   -1.7921E-03
 235.6221    6.3641E+02   -2.7499E-01   -1.8568E-03
 235.6321    6.3687E+02   -2.8020E-01   -1.8983E-03
 235.6421    6.3719E+02   -2.9379E-01   -2.0633E-03
 235.6521    6.3792E+02   -2.9412E-01   -2.1566E-03
 235.6621    6.3870E+02   -2.8836E-01   -2.1257E-03
 235.6721    6.3927E+02   -2.7732E-01   -1.9081E-03
 235.6821    6.3969E+02   -2.7811E-01   -1.8780E-03
 235.6921    6.4042E+02   -2.8204E-01   -2.0977E-03
 235.7021    6.4099E+02   -2.8411E-01   -2.1975E-03
 235.7121    6.4179E+02   -2.8489E-01   -2.3300E-03
 235.7221    6.4262E+02   -2.8123E-01   -2.4258E-03
 235.7321    6.4341E+02   -2.7906E-01   -2.5027E-03
 235.7421    6.4395E+02   -2.8435E-01   -2.6045E-03
 235.7521    6.4407E+02   -2.8737E-01   -2.3919E-03
 235.7621    6.4442E+02   -2.9116E-01   -2.3589E-03
 235.7721    6.4493E+02   -2.8371E-01   -2.2131E-03
 235.7821    6.4532E+02   -2.8503E-01   -2.1646E-03
 235.7921    6.4608E+02   -2.8294E-01   -2.2031E-03
 235.8021    6.4670E+02   -2.9304E-01   -2.4647E-03
 235.8121    6.4719E+02   -3.1200E-01   -2.8133E-03
 235.8221    6.4799E+02   -3.2029E-01   -3.0199E-03
 235.8321    6.4877E+02   -3.3182E-01   -3.2269E-03
 235.8421    6.4969E+02   -3.2807E-01   -3.2233E-03
 235.8521    6.5032E+02   -3.2693E-01   -3.1847E-03
 235.8621    6.5079E+02   -3.2565E-01   -3.0498E-03
 235.8721    6.5089E+02   -3.2131E-01   -2.7589E-03
 235.8821    6.5125E+02   -3.0854E-01   -2.3890E-03
 235.8921    6.5155E+02   -3.1402E-01   -2.3154E-03
 235.9021    6.5204E+02   -3.1764E-01   -2.2683E-03
 235.9121    6.5291E+02   -3.2261E-01   -2.4143E-03
 235.9221    6.5374E+02   -3.2250E-01   -2.4778E-03
 235.9321    6.5445E+02   -3.2995E-01   -2.6764E-03
 235.9421    6.5517E+02   -3.3380E-01   -2.8225E-03
 235.9521    6.5581E+02   -3.1921E-01   -2.6114E-03
 235.9621    6.5640E+02   -3.1985E-01   -2.6272E-03
 235.9721    6.5676E+02   -3.2784E-01   -2.6605E-03
 235.9821    6.5732E+02   -3.2283E-01   -2.5213E-03
 235.9922    6.5791E+02   -3.1021E-01   -2.2390E-03
 236.0022    6.5812E+02   -3.0220E-01   -1.9161E-03
 236.0122    6.5843E+02   -2.9523E-01   -1.6786E-03
 236.0222    6.5878E+02   -2.9607E-01   -1.6932E-03
 236.0322    6.5921E+02   -2.9097E-01   -1.5811E-03
 236.0422    6.5969E+02   -3.0050E-01   -1.7807E-03
 236.0522    6.5983E+02   -3.1244E-01   -1.9011E-03
 236.0622    6.6027E+02   -3.1829E-01   -1.9803E-03
 236.0722    6.6085E+02   -3.2154E-01   -2.1106E-03
 236.0822    6.6141E+02   -3.2701E-01   -2.2460E-03
 236.0922    6.6200E+02   -3.2728E-01   -2.3102E-03
 236.1022    6.6243E+02   -3.3573E-01   -2.5118E-03
 236.1122    6.6283E+02   -3.4074E-01   -2.6057E-03
 236.1222    6.6341E+02   -3.3087E-01   -2.4678E-03
 236.1322    6.6364E+02   -3.2189E-01   -2.2079E-03
 236.1422    6.6407E+02   -3.1934E-01   -2.1322E-03
 236.1522    6.6474E+02   -3.2221E-01   -2.3381E-03
 236.1622    6.6522E+02   -3.2017E-01   -2.3514E-03
 236.1722    6.6583E+02   -3.0823E-01   -2.2389E-03
 236.1822    6.6645E+02   -2.9161E-01   -2.0691E-03
 236.1922    6.6669E+02   -2.9154E-01   -2.0675E-03
 236.2022    6.6710E+02   -2.7568E-01   -1.8340E-03
 236.2122    6.6755E+02   -2.7698E-01   -1.9303E-03
 236.2222    6.6790E+02   -2.8024E-01   -2.0515E-03
 236.2322    6.6835E+02   -2.8139E-01   -2.1460E-03
 236.2422    6.6811E+02   -2.8110E-01   -1.9028E-03
 236.2522    6.6801E+02   -2.8851E-01   -1.8511E-03
 236.2622    6.6784E+02   -2.8790E-01   -1.6609E-03
 236.2722    6.6783E+02   -2.9980E-01   -1.7635E-03
 236.2822    6.6824E+02   -3.0425E-01   -1.9164E-03
 236.2922    6.6872E+02   -3.1347E-01   -2.1980E-03
 236.3022    6.6912E+02   -3.2172E-01   -2.4812E-03
 236.3122    6.6969E+02   -3.2180E-01   -2.6286E-03
 236.3222    6.6985E+02   -3.1743E-01   -2.4999E-03
 236.3322    6.7007E+02   -3.0936E-01   -2.3252E-03
 236.3422    6.7017E+02   -2.9195E-01   -1.9452E-03
 236.3522    6.7034E+02   -2.8131E-01   -1.6783E-03
 236.3622    6.7050E+02   -2.8495E-01   -1.7450E-03
 236.3722    6.7068E+02   -2.8915E-01   -1.8098E-03
 236.3822    6.7118E+02   -2.8790E-01   -1.9271E-03
 236.3922    6.7151E+02   -2.8729E-01   -2.0212E-03
 236.4022    6.7183E+02   -2.9105E-01   -2.1929E-03
 236.4122    6.7213E+02   -2.8321E-01   -2.0831E-03
 236.4222    6.7244E+02   -2.7907E-01   -2.0584E-03
 236.4322    6.7222E+02   -2.8323E-01   -1.9702E-03
 236.4423    6.7237E+02   -2.8027E-01   -1.9109E-03
 236.4523    6.7270E+02   -2.7867E-01   -1.9285E-03
 236.4623    6.7294E+02   -2.7351E-01   -1.8661E-03
 236.4723    6.7334E+02   -2.7078E-01   -1.9318E-03
 236.4823    6.7350E+02   -2.7590E-01   -2.0181E-03
 236.4923    6.7387E+02   -2.7708E-01   -2.0469E-03
 236.5023    6.7435E+02   -2.7820E-01   -2.1793E-03
 236.5123    6.7449E+02   -2.8492E-01   -2.2502E-03
 236.5223    6.7466E+02   -2.8146E-01   -2.1351E-03
 236.5323    6.7471E+02   -2.7777E-01   -1.9904E-03
 236.5423    6.7494E+02   -2.7865E-01   -1.9784E-03
 236.5523    6.7515E+02   -2.8710E-01   -2.1325E-03
 236.5623    6.7543E+02   -2.8972E-01   -2.1789E-03
 236.5723    6.7606E+02   -2.8453E-01   -2.2123E-03
 236.5823    6.7642E+02   -2.8740E-01   -2.2986E-03
 236.5923    6.7689E+02   -2.8941E-01   -2.4248E-03
 236.6023    6.7717E+02   -2.8305E-01   -2.3349E-03
 236.6123    6.7706E+02   -2.8701E-01   -2.2407E-03
 236.6223    6.7740E+02   -2.8456E-01   -2.2239E-03
 236.6323    6.7762E+02   -2.8564E-01   -2.2887E-03
 236.6423    6.7796E+02   -2.8344E-01   -2.3353E-03
 236.6523    6.7816E+02   -2.8420E-01   -2.3436E-03
 236.6623    6.7851E+02   -2.8334E-01   -2.3359E-03
 236.6723    6.7895E+02   -2.7879E-01   -2.3543E-03
 236.6823    6.7918E+02   -2.8184E-01   -2.3601E-03
